,Number of Certified Beds,Number of Residents in Certified Beds,Total Weighted Health Survey Score,Adjusted Total Nurse Staffing Hours per Resident per Day,Number of Facility Reported Incidents,Number of Substantiated Complaints,Total Number of Penalties,clusters,cluster
512,60,52,45.0,4.06558,0,0,0,0,pink
513,123,113,37.333,3.70092,0,4,0,2,light purple
514,161,150,26.667,3.42189,0,2,0,1,v.light purple
515,54,49,12.0,4.76055,0,0,0,0,pink
516,29,24,3.333,5.75161,0,0,0,0,pink
517,20,16,5.333,4.80027,0,0,0,0,pink
518,124,112,21.333,4.65154,0,0,0,2,light purple
519,158,132,75.333,3.64282,3,0,1,1,v.light purple
520,60,40,82.0,4.47905,0,1,1,0,pink
521,134,115,77.0,3.63538,0,1,3,2,light purple
522,117,80,128.0,4.59852,0,0,3,5,v.dark purple
523,62,57,32.667,3.2583,0,0,0,0,pink
524,200,140,54.0,5.4829,2,2,0,1,v.light purple
525,40,37,115.333,2.61318,0,6,1,0,pink
526,179,165,2.0,4.68958,0,0,0,1,v.light purple
527,527,486,5.333,3.29833,1,1,0,4,dark purple
528,100,84,6.0,3.0415,0,0,0,2,light purple
529,143,132,18.0,2.97851,0,1,0,2,light purple
530,200,186,0.0,4.05907,0,0,0,1,v.light purple
531,200,170,12.0,2.63083,0,0,1,1,v.light purple
532,70,69,0.0,2.7409,0,0,0,0,pink
533,185,177,136.0,2.36402,4,0,1,1,v.light purple
534,183,172,11.333,2.50299,0,0,0,1,v.light purple
535,153,136,6.667,3.56858,0,0,0,1,v.light purple
536,131,128,198.5,3.64953,2,3,0,5,v.dark purple
537,130,123,0.0,2.96127,0,0,0,2,light purple
538,200,195,9.333,2.8896,0,1,0,1,v.light purple
539,240,198,2.0,3.05417,0,0,0,1,v.light purple
540,60,58,15.333,3.9653,0,0,0,0,pink
541,160,159,1.333,3.40856,0,0,0,1,v.light purple
542,200,196,2.0,3.19828,0,0,0,1,v.light purple
543,200,194,51.333,2.63772,6,2,0,1,v.light purple
544,80,77,8.667,3.42916,0,4,0,0,pink
545,200,183,3.333,2.82072,0,0,0,1,v.light purple
546,156,140,50.667,6.95893,2,8,0,1,v.light purple
547,80,69,53.333,3.74174,2,0,1,0,pink
548,218,203,18.0,3.55783,0,3,0,1,v.light purple
549,432,373,7.333,4.0773,0,0,0,4,dark purple
550,200,193,20.0,3.34665,0,1,0,1,v.light purple
551,200,190,53.333,2.28285,1,2,0,1,v.light purple
552,48,40,24.0,4.13412,0,0,0,0,pink
553,360,353,8.0,2.72093,0,0,0,4,dark purple
554,320,314,3.333,2.72599,0,0,0,4,dark purple
555,120,105,7.333,2.00839,0,0,0,2,light purple
556,226,222,2.667,2.95498,0,0,0,1,v.light purple
557,278,245,8.0,2.87827,2,0,0,4,dark purple
558,30,29,52.667,4.32259,7,0,0,0,pink
559,240,206,28.0,3.98231,0,1,0,1,v.light purple
560,122,113,10.667,5.62804,0,0,0,2,light purple
561,200,187,30.0,2.93984,0,2,0,1,v.light purple
562,314,304,11.333,3.79089,0,1,0,4,dark purple
563,320,308,16.667,3.14951,0,1,0,4,dark purple
564,200,175,11.333,3.02802,1,0,0,1,v.light purple
565,58,56,26.667,3.5338,0,0,0,0,pink
566,400,368,6.667,3.25173,0,2,0,4,dark purple
567,277,217,82.667,4.4133,3,16,0,1,v.light purple
568,400,382,0.0,2.94888,0,0,0,4,dark purple
569,53,52,8.667,4.17406,0,0,0,0,pink
570,220,187,3.333,3.20188,0,0,0,1,v.light purple
571,64,57,16.667,3.88686,0,1,0,0,pink
572,120,115,14.0,3.32354,0,0,0,2,light purple
573,163,139,26.667,3.39688,0,1,0,1,v.light purple
574,122,107,33.333,3.7553,0,2,0,2,light purple
575,320,298,3.333,3.46141,1,2,0,4,dark purple
576,280,274,6.0,2.16769,0,0,0,4,dark purple
577,258,256,8.0,3.3338,0,0,0,1,v.light purple
578,250,224,17.333,5.12898,0,2,0,1,v.light purple
579,280,263,18.0,3.37669,0,0,0,4,dark purple
580,280,267,3.333,3.63633,0,1,0,4,dark purple
581,280,260,7.333,3.08897,0,0,0,4,dark purple
582,120,107,12.0,4.03422,0,0,0,2,light purple
583,240,223,6.0,2.63668,0,2,0,1,v.light purple
584,280,276,5.333,3.03616,0,1,0,4,dark purple
585,280,262,10.667,3.95567,1,0,0,4,dark purple
586,188,175,11.333,3.7506,0,0,0,1,v.light purple
587,42,25,6.0,5.76839,0,0,0,0,pink
588,50,49,52.833,3.9087,1,1,1,0,pink
589,30,29,2.667,4.99241,0,1,0,0,pink
590,160,159,12.667,3.99858,0,0,0,1,v.light purple
591,40,37,9.333,5.59679,0,0,0,0,pink
592,32,30,48.667,4.53877,0,0,0,0,pink
593,16,9,1.333,4.95147,0,0,0,0,pink
594,168,166,34.667,3.51929,0,1,0,1,v.light purple
595,72,63,46.0,5.34655,0,0,1,0,pink
596,160,132,22.0,3.5107,0,3,0,1,v.light purple
597,92,88,8.0,3.19062,0,0,0,2,light purple
598,160,137,38.0,3.28528,0,2,0,1,v.light purple
599,141,133,14.0,3.03249,0,4,1,2,light purple
600,134,120,17.333,2.7206,0,4,0,2,light purple
601,105,91,179.833,3.58623,0,9,1,5,v.dark purple
602,130,84,46.0,3.88816,0,8,2,2,light purple
603,60,52,15.333,4.7253,0,0,0,0,pink
604,130,117,49.833,4.38027,0,7,1,2,light purple
605,76,75,49.333,2.75552,0,4,0,0,pink
606,90,78,8.667,3.57535,0,0,0,2,light purple
607,10,8,1.333,5.67273,0,0,0,0,pink
608,6,4,0.0,6.45772,0,0,0,0,pink
609,90,75,60.667,3.78695,0,25,2,2,light purple
610,45,45,38.0,4.24926,0,0,0,0,pink
611,64,63,24.0,4.0081,0,0,0,0,pink
612,28,23,65.333,7.0049,0,2,0,0,pink
613,55,54,24.667,3.85877,0,1,0,0,pink
614,52,52,2.667,6.8995,0,0,0,0,pink
615,247,228,26.667,3.78024,0,9,0,1,v.light purple
616,72,64,13.333,3.56297,0,0,0,0,pink
617,140,119,42.0,3.28526,0,4,0,2,light purple
618,75,69,4.0,2.95078,0,0,0,0,pink
619,150,127,17.167,2.97065,0,2,0,2,light purple
620,108,94,21.333,3.43641,0,0,0,2,light purple
621,150,138,55.667,3.79639,2,1,1,1,v.light purple
622,100,91,34.667,3.7647,0,2,1,2,light purple
623,99,92,27.333,5.38694,0,0,0,2,light purple
624,90,68,32.0,3.7203,1,10,1,2,light purple
625,90,68,72.667,3.70354,0,16,2,2,light purple
626,168,133,102.333,3.10113,1,5,2,1,v.light purple
627,116,105,24.667,2.65278,0,11,0,2,light purple
628,169,140,8.0,4.17907,0,2,0,1,v.light purple
629,100,90,44.667,4.0413,1,1,0,2,light purple
630,49,43,32.667,3.54865,1,2,0,0,pink
631,176,158,50.667,3.07403,0,10,0,1,v.light purple
632,48,40,15.333,3.0173,0,0,0,0,pink
633,50,49,19.333,3.93481,0,0,0,0,pink
634,42,37,22.667,4.25151,0,0,0,0,pink
635,97,91,10.0,3.38273,0,0,0,2,light purple
636,101,94,31.333,5.20676,0,6,0,2,light purple
637,158,146,1.333,3.21072,0,0,0,1,v.light purple
638,50,44,19.333,4.48004,2,0,1,0,pink
639,60,60,7.333,4.17915,0,0,0,0,pink
640,68,60,11.333,3.40992,0,0,0,0,pink
641,86,75,45.333,5.48185,0,1,0,2,light purple
642,130,122,53.333,3.24339,2,4,0,2,light purple
643,46,32,46.667,3.68876,0,1,0,0,pink
644,89,81,22.667,3.31773,0,0,1,2,light purple
645,64,60,10.0,2.87608,0,4,0,0,pink
646,99,77,28.667,3.46862,0,0,0,2,light purple
647,40,23,13.333,3.07735,0,4,0,0,pink
648,99,77,42.667,3.39583,0,2,0,2,light purple
649,45,36,12.667,4.07536,1,2,1,0,pink
650,24,23,17.333,3.20765,1,0,0,0,pink
651,80,51,15.333,3.90811,0,3,0,0,pink
652,20,6,5.333,6.83295,0,0,0,0,pink
653,100,71,86.833,4.28989,0,6,0,2,light purple
654,160,82,211.833,4.71429,0,7,4,5,v.dark purple
655,112,68,167.333,4.53203,0,19,4,5,v.dark purple
656,118,79,42.0,4.1799,0,4,0,2,light purple
657,140,39,6.667,4.10405,0,0,0,2,light purple
658,80,50,58.667,4.16027,0,0,0,0,pink
659,142,104,160.0,4.72156,0,14,3,5,v.dark purple
660,106,44,97.333,6.25646,1,8,3,2,light purple
661,150,117,19.333,5.54873,0,1,0,2,light purple
662,52,32,83.0,4.31156,0,0,1,0,pink
663,70,57,61.333,4.19646,0,0,0,0,pink
664,70,50,422.833,4.80111,0,10,4,3,purple
665,69,36,55.333,4.64765,0,0,0,0,pink
666,111,83,99.333,3.28383,1,1,0,2,light purple
667,82,60,98.667,4.49556,0,5,0,0,pink
668,65,44,139.0,4.21207,0,0,1,5,v.dark purple
669,137,60,116.833,3.00807,0,7,0,5,v.dark purple
670,63,41,13.333,4.27381,0,0,0,0,pink
671,133,65,441.667,4.17361,0,13,1,3,purple
672,87,70,42.667,5.49607,0,2,0,2,light purple
673,82,47,24.667,3.96215,0,4,0,0,pink
674,102,53,28.0,4.0064,0,0,0,2,light purple
675,31,18,31.333,5.56673,0,0,0,0,pink
676,86,34,44.0,3.49303,0,3,0,0,pink
677,136,96,65.667,4.53239,2,4,1,2,light purple
678,82,58,11.333,4.59816,0,3,0,0,pink
679,100,68,120.333,4.5034,0,3,2,5,v.dark purple
680,117,80,73.333,4.23292,1,15,0,2,light purple
681,148,77,38.0,4.02382,0,1,0,2,light purple
682,63,57,27.333,3.53686,1,0,1,0,pink
683,44,26,35.333,5.59122,0,1,0,0,pink
684,99,99,11.333,4.37827,0,0,0,2,light purple
685,194,191,10.0,3.12264,0,1,0,1,v.light purple
686,114,103,30.0,3.39568,0,0,0,2,light purple
687,96,86,1.333,4.22652,0,1,0,2,light purple
688,102,94,44.0,4.3567,0,0,0,2,light purple
689,210,191,42.0,3.43144,2,2,1,1,v.light purple
690,53,46,36.0,4.80856,0,0,0,0,pink
691,120,120,54.667,4.01831,0,7,0,2,light purple
692,130,106,24.667,3.68567,1,0,0,2,light purple
693,121,116,15.333,3.05408,0,1,0,2,light purple
694,179,162,138.0,2.84467,0,7,0,1,v.light purple
695,120,116,37.333,3.05104,0,1,0,2,light purple
696,198,185,41.333,3.27461,2,2,0,1,v.light purple
697,60,56,8.0,5.15326,0,0,0,0,pink
698,139,134,59.333,3.59837,1,1,1,2,light purple
699,121,111,16.0,3.40946,0,1,0,2,light purple
700,173,154,104.0,3.42582,8,13,1,1,v.light purple
701,119,113,128.667,3.13523,0,15,0,5,v.dark purple
702,725,667,5.333,3.49091,0,2,0,4,dark purple
703,402,389,6.0,3.51299,1,1,0,4,dark purple
704,60,52,32.667,3.88465,0,0,0,0,pink
705,40,37,4.667,4.84901,0,0,0,0,pink
706,96,89,12.667,3.76494,0,0,0,2,light purple
707,126,122,34.0,2.8546,1,3,0,2,light purple
708,120,90,76.0,3.24537,0,1,0,2,light purple
709,60,55,81.333,3.23803,0,6,0,0,pink
710,44,36,56.667,5.59327,0,0,0,0,pink
711,145,133,42.0,3.09111,0,0,0,2,light purple
712,453,436,60.0,4.10566,4,2,0,4,dark purple
713,98,86,119.0,2.89156,1,7,1,5,v.dark purple
714,181,160,20.667,3.60528,0,1,0,1,v.light purple
715,100,93,26.667,3.43278,0,0,0,2,light purple
716,121,113,13.333,4.41266,0,0,0,2,light purple
717,94,74,62.667,3.37484,0,7,0,2,light purple
718,908,747,90.0,4.42788,4,13,0,4,dark purple
719,60,56,11.333,3.6676,0,1,0,0,pink
720,157,142,60.667,3.37252,3,1,0,1,v.light purple
721,25,14,13.333,5.31093,0,0,0,0,pink
722,120,94,4.0,3.56782,0,1,0,2,light purple
723,17,13,32.0,4.94201,0,2,0,0,pink
724,19,15,1.333,5.50554,0,0,0,0,pink
725,86,83,27.333,4.17969,0,1,0,2,light purple
726,190,58,2.667,4.47739,0,0,0,2,light purple
727,46,44,28.667,4.08958,0,0,0,0,pink
728,180,169,25.333,3.73558,0,0,0,1,v.light purple
729,238,183,59.5,2.95683,2,4,0,1,v.light purple
730,62,20,364.667,7.13303,0,0,2,3,purple
731,53,47,4.0,4.61796,0,0,0,0,pink
732,88,70,36.0,4.77505,1,0,0,2,light purple
733,48,43,44.0,4.69004,0,0,1,0,pink
734,34,33,97.0,3.69346,0,0,0,0,pink
735,23,21,16.0,4.53426,0,0,0,0,pink
736,240,185,8.0,3.87656,0,0,0,1,v.light purple
737,134,108,18.667,3.22529,0,3,0,2,light purple
738,140,127,14.0,4.46823,1,0,0,2,light purple
739,88,65,34.0,4.10596,0,0,0,0,pink
740,132,111,13.333,3.70456,0,0,0,2,light purple
741,95,75,77.333,3.9132,2,1,0,2,light purple
742,150,112,6.667,3.32965,0,0,0,2,light purple
743,29,28,12.0,5.64998,0,0,0,0,pink
744,90,75,28.667,2.67153,0,2,0,2,light purple
745,156,99,128.0,2.99819,0,2,0,5,v.dark purple
746,140,125,16.667,4.92287,0,0,0,2,light purple
747,62,47,24.0,6.78004,2,0,0,0,pink
748,109,58,463.667,3.54737,0,12,2,3,purple
749,126,98,325.333,3.10942,2,5,4,3,purple
750,111,46,46.667,3.60289,1,0,0,2,light purple
751,198,121,286.0,3.01995,3,8,4,5,v.dark purple
752,179,75,88.167,3.53074,0,0,2,2,light purple
753,162,121,16.0,3.97753,0,1,0,1,v.light purple
754,120,105,190.5,3.45089,1,2,1,5,v.dark purple
755,162,127,65.333,3.12632,0,1,0,1,v.light purple
756,18,10,22.667,6.53494,0,0,0,0,pink
757,110,56,154.667,3.55374,0,1,2,5,v.dark purple
758,367,205,22.667,3.48414,2,2,0,4,dark purple
759,9,5,0.667,6.77783,0,0,0,0,pink
760,34,30,43.333,6.13075,0,0,0,0,pink
761,30,26,38.0,4.16551,0,2,0,0,pink
762,100,121,47.333,4.27855,0,0,0,2,light purple
763,120,94,168.667,3.66696,5,8,0,5,v.dark purple
764,55,10,72.0,9.6936,0,0,0,0,pink
765,84,72,38.0,3.92557,0,0,0,2,light purple
766,181,147,92.833,3.4781,0,3,1,1,v.light purple
767,100,79,25.333,3.16979,0,0,0,2,light purple
768,33,33,28.667,5.29718,0,0,0,0,pink
769,60,56,92.0,3.37425,0,7,0,0,pink
770,47,33,28.0,4.792,0,0,0,0,pink
771,96,60,120.667,3.89603,3,6,3,5,v.dark purple
772,66,50,41.333,3.30621,4,0,0,0,pink
773,99,83,30.0,4.39627,2,1,0,2,light purple
774,67,62,116.667,4.32967,4,8,3,5,v.dark purple
775,240,227,62.667,3.99437,7,3,2,1,v.light purple
776,102,91,575.833,3.29535,0,11,2,3,purple
777,90,56,47.333,3.51129,0,1,0,0,pink
778,34,35,46.667,3.88824,0,1,0,0,pink
779,60,50,31.333,3.12565,0,0,0,0,pink
780,90,81,97.333,3.97778,0,6,0,2,light purple
781,90,90,117.333,3.27478,0,12,0,5,v.dark purple
782,66,64,56.0,2.91383,0,0,0,0,pink
783,68,67,74.0,2.57433,0,1,0,0,pink
784,60,56,25.333,4.18895,0,1,0,0,pink
785,61,49,123.667,4.19249,3,3,2,5,v.dark purple
786,121,111,90.333,4.35153,3,1,2,2,light purple
787,136,79,91.667,3.53469,1,3,2,2,light purple
788,83,37,179.833,3.27193,1,9,3,5,v.dark purple
789,86,74,88.5,3.24595,0,1,1,2,light purple
790,100,58,365.333,3.44811,2,13,3,3,purple
791,130,121,6.0,4.28103,0,0,0,2,light purple
792,78,48,36.667,3.19931,2,4,0,0,pink
793,50,39,69.333,4.853,0,0,0,0,pink
794,128,132,25.333,5.11577,0,0,0,2,light purple
795,90,77,83.5,3.68174,0,3,0,2,light purple
796,78,57,481.167,4.9939,0,10,1,3,purple
797,59,40,42.0,4.72791,0,0,0,0,pink
798,120,101,49.333,3.69031,2,7,0,2,light purple
799,121,82,43.333,3.24107,0,8,1,2,light purple
800,49,44,29.333,3.73398,0,1,0,0,pink
801,37,36,5.333,4.00577,0,0,0,0,pink
802,48,45,72.0,5.78724,1,3,0,0,pink
803,68,53,114.667,4.5233,6,8,0,5,v.dark purple
804,193,170,88.667,3.12533,11,28,0,1,v.light purple
805,59,44,26.667,4.00992,1,5,0,0,pink
806,79,56,50.0,5.55747,2,0,0,0,pink
807,66,49,126.0,4.6673,9,3,1,5,v.dark purple
808,48,39,33.333,5.17593,0,0,0,0,pink
809,99,97,68.0,4.11295,1,8,0,2,light purple
810,45,31,78.0,4.19755,3,2,0,0,pink
811,156,129,60.667,5.00254,0,9,0,1,v.light purple
812,100,67,92.0,3.39462,1,4,2,2,light purple
813,71,58,24.0,4.19685,0,3,0,0,pink
814,90,60,160.0,3.10227,2,8,2,5,v.dark purple
815,90,79,97.5,2.65676,1,4,2,2,light purple
816,100,43,164.333,3.70393,8,4,5,5,v.dark purple
817,90,33,60.667,3.35273,3,0,2,0,pink
818,105,83,12.667,4.23206,0,1,0,2,light purple
819,130,72,117.333,3.69239,4,7,2,5,v.dark purple
820,108,77,13.333,3.41585,0,0,0,2,light purple
821,120,69,94.667,3.29982,1,1,0,2,light purple
822,70,52,179.667,3.46259,2,1,1,5,v.dark purple
823,98,50,28.0,4.10341,0,1,0,0,pink
824,112,81,74.667,3.80021,0,2,2,2,light purple
825,110,72,132.667,3.27778,0,17,2,5,v.dark purple
826,86,83,96.0,2.67623,2,2,0,2,light purple
827,116,77,81.333,3.38549,0,6,0,2,light purple
828,44,26,85.333,3.05225,0,3,0,0,pink
829,93,79,70.667,3.32735,0,0,0,2,light purple
830,72,65,14.667,4.87703,0,0,0,0,pink
831,74,54,30.667,2.84828,1,0,0,0,pink
832,140,96,126.5,3.66644,2,6,0,5,v.dark purple
833,60,54,60.0,2.73421,0,0,0,0,pink
834,120,109,109.333,3.33005,2,13,2,5,v.dark purple
835,120,43,45.333,2.87735,0,0,0,2,light purple
836,154,121,56.0,3.63482,0,1,0,2,light purple
837,121,96,39.333,4.69497,0,2,1,2,light purple
838,78,68,32.0,4.68032,0,0,0,0,pink
839,201,151,38.0,4.11018,0,1,0,1,v.light purple
840,222,187,89.333,4.01173,3,1,0,1,v.light purple
841,149,126,33.333,4.20965,0,1,0,2,light purple
842,129,111,14.0,4.59792,0,2,0,2,light purple
843,170,151,30.667,4.2267,0,1,0,1,v.light purple
844,109,78,20.0,3.43136,0,1,0,2,light purple
845,64,55,28.0,3.77077,0,0,0,0,pink
846,92,86,28.0,4.56511,0,1,0,2,light purple
847,50,44,14.667,4.62351,0,0,0,0,pink
848,125,96,18.667,4.65007,0,1,0,2,light purple
849,85,82,34.667,4.03031,0,0,0,2,light purple
850,102,74,36.667,3.51224,0,3,0,2,light purple
851,103,97,33.333,4.40793,0,0,0,2,light purple
852,57,52,15.333,3.9874,0,0,0,0,pink
853,105,80,218.0,1.7177,0,2,1,5,v.dark purple
854,197,179,86.0,4.36876,0,2,0,1,v.light purple
855,164,134,31.333,4.12796,0,2,0,1,v.light purple
856,82,73,74.5,5.29448,0,1,2,2,light purple
857,63,51,9.333,4.6222,0,0,0,0,pink
858,69,60,119.0,3.9499,0,1,2,5,v.dark purple
859,100,95,20.0,3.07256,0,1,0,2,light purple
860,50,45,22.0,4.12439,0,0,0,0,pink
861,79,75,22.0,3.68761,0,0,0,0,pink
862,103,97,29.333,4.61084,0,0,0,2,light purple
863,208,204,10.667,4.78479,0,0,0,1,v.light purple
864,106,101,24.667,4.06518,0,1,0,2,light purple
865,162,145,38.667,4.30643,0,2,0,1,v.light purple
866,190,154,48.667,3.88112,0,6,2,1,v.light purple
867,174,147,26.667,4.43143,0,0,0,1,v.light purple
868,83,71,33.333,4.53286,0,1,0,0,pink
869,103,88,11.333,3.35335,0,0,0,2,light purple
870,50,44,9.333,5.07695,0,0,0,0,pink
871,216,206,26.667,4.28472,0,0,0,1,v.light purple
872,111,93,100.0,3.86348,1,3,1,2,light purple
873,95,85,48.0,4.27136,0,2,1,2,light purple
874,113,104,32.0,5.09115,0,1,1,2,light purple
875,119,95,20.667,4.92872,0,0,0,2,light purple
876,61,58,5.333,4.62367,0,1,0,0,pink
877,103,90,78.167,4.73674,0,0,0,2,light purple
878,145,102,42.0,3.80929,0,1,0,2,light purple
879,95,80,52.667,4.30103,0,4,0,2,light purple
880,91,65,38.0,4.11106,0,0,0,2,light purple
881,182,174,32.0,5.03662,0,1,0,1,v.light purple
882,101,98,25.333,3.95932,0,0,0,2,light purple
883,85,57,16.0,4.90695,0,0,0,0,pink
884,111,95,24.0,5.06441,0,0,0,2,light purple
885,96,79,34.0,5.31857,0,1,0,2,light purple
886,71,62,17.333,5.32465,0,0,0,0,pink
887,149,141,18.667,3.89169,0,0,0,1,v.light purple
888,90,63,42.0,4.61927,0,2,0,0,pink
889,132,119,22.0,3.47802,0,0,0,2,light purple
890,101,93,33.333,3.65385,0,0,0,2,light purple
891,113,110,13.333,5.20661,0,0,0,2,light purple
892,188,141,42.667,5.2914,0,0,0,1,v.light purple
893,87,75,1.333,4.4206,0,0,0,2,light purple
894,119,113,15.333,3.97401,0,0,0,2,light purple
895,69,63,19.333,4.66779,0,0,0,0,pink
896,131,86,24.0,6.14601,0,0,0,2,light purple
897,131,76,43.333,2.51667,0,5,0,2,light purple
898,182,119,124.167,6.56424,0,3,1,1,v.light purple
899,149,138,13.333,5.30862,0,0,0,1,v.light purple
900,163,121,66.0,3.28008,1,1,1,1,v.light purple
901,180,146,23.333,3.71777,0,0,0,1,v.light purple
902,234,149,28.0,5.01377,0,0,0,1,v.light purple
903,121,96,38.667,3.67833,0,6,0,2,light purple
904,78,76,28.0,5.57539,0,0,0,0,pink
905,180,153,38.667,4.56332,0,0,2,1,v.light purple
906,200,175,10.667,5.50072,0,0,0,1,v.light purple
907,72,57,13.333,5.12671,0,0,0,0,pink
908,98,75,16.0,4.75775,0,0,0,2,light purple
909,131,117,49.333,3.97126,0,0,0,2,light purple
910,168,164,39.333,5.90045,0,2,0,1,v.light purple
911,197,162,14.0,4.87019,0,0,0,1,v.light purple
912,257,198,30.667,5.45378,0,0,0,1,v.light purple
913,115,92,17.333,3.88899,0,0,0,2,light purple
914,209,173,15.333,5.04227,0,0,0,1,v.light purple
915,80,78,2.667,4.8179,0,0,0,0,pink
916,85,83,32.0,3.40721,0,0,0,2,light purple
917,152,133,35.333,2.38199,0,0,0,1,v.light purple
918,80,67,64.0,3.96289,0,0,0,0,pink
919,158,123,15.333,4.75802,0,0,0,1,v.light purple
920,185,174,42.667,5.95928,0,0,0,1,v.light purple
921,148,139,22.667,3.59248,0,4,0,1,v.light purple
922,173,136,37.333,3.7289,0,0,0,1,v.light purple
923,136,110,53.667,3.75569,0,3,1,2,light purple
924,83,68,13.333,4.34911,0,0,0,0,pink
925,123,105,30.0,4.90966,0,0,0,2,light purple
926,132,124,35.667,2.7435,0,3,1,2,light purple
927,129,112,25.333,3.35181,0,1,0,2,light purple
928,98,60,16.667,5.27427,0,1,1,2,light purple
929,100,85,20.0,3.4502,0,0,0,2,light purple
930,87,81,14.667,3.70586,0,0,0,2,light purple
931,198,169,60.667,5.04179,0,5,0,1,v.light purple
932,125,114,23.333,3.34942,0,0,0,2,light purple
933,132,123,17.333,3.18976,0,1,1,2,light purple
934,170,161,12.0,5.27683,0,0,0,1,v.light purple
935,71,53,37.333,4.81963,0,0,0,0,pink
936,148,137,14.667,4.74952,0,0,0,1,v.light purple
937,123,105,25.333,3.87271,0,1,0,2,light purple
938,122,112,21.333,4.01788,0,0,0,2,light purple
939,97,76,30.0,5.01641,0,0,0,2,light purple
940,117,114,35.333,4.20537,0,2,0,2,light purple
941,124,89,42.667,4.31599,0,0,0,2,light purple
942,74,72,48.667,4.55649,0,0,0,0,pink
943,123,113,36.667,4.47528,0,1,0,2,light purple
944,72,49,47.333,4.6283,0,0,1,0,pink
945,166,149,34.0,4.92309,0,0,0,1,v.light purple
946,147,143,50.0,3.30475,0,2,1,1,v.light purple
947,143,138,32.0,3.50164,0,0,0,1,v.light purple
948,75,72,11.333,4.05974,0,0,0,0,pink
949,68,58,16.667,4.93513,0,0,0,0,pink
950,63,56,42.667,3.80189,0,0,0,0,pink
951,151,139,20.667,3.54266,0,0,0,1,v.light purple
952,172,136,47.333,3.34386,0,1,0,1,v.light purple
953,100,94,52.0,4.13315,0,1,0,2,light purple
954,69,64,56.667,3.37667,0,0,0,0,pink
955,117,105,48.0,3.33305,0,3,0,2,light purple
956,109,99,64.667,4.14449,1,9,0,2,light purple
957,100,90,177.667,6.63201,5,0,1,5,v.dark purple
958,18,18,104.0,6.35971,0,0,1,0,pink
959,102,81,526.667,6.55957,3,15,4,3,purple
960,10,10,143.5,7.39616,1,0,2,0,pink
961,140,109,272.0,4.22888,2,27,1,5,v.dark purple
962,57,55,49.333,6.26128,0,1,0,0,pink
963,112,96,34.333,6.03537,0,1,2,2,light purple
964,121,77,28.667,3.94571,0,2,0,2,light purple
965,115,104,16.0,4.0247,0,4,0,2,light purple
966,105,64,24.0,4.68539,0,2,0,2,light purple
967,141,123,20.0,4.67419,0,0,0,2,light purple
968,200,173,31.333,4.36488,0,1,0,1,v.light purple
969,152,122,38.667,5.03926,0,2,0,2,light purple
970,59,54,25.333,4.34072,0,0,0,0,pink
971,124,91,49.333,4.8564,0,1,0,2,light purple
972,59,55,74.0,4.07498,3,1,0,0,pink
973,87,84,29.333,6.60071,0,0,0,2,light purple
974,105,86,26.667,4.40422,0,1,0,2,light purple
975,136,77,763.0,4.01934,9,25,4,3,purple
976,59,59,36.667,4.69608,0,1,0,0,pink
977,135,120,64.667,3.96356,1,6,0,2,light purple
978,120,94,142.667,4.86392,6,4,1,5,v.dark purple
979,70,38,24.0,4.53145,0,0,0,0,pink
980,99,75,54.0,4.00375,0,3,0,2,light purple
981,131,119,89.333,4.02712,2,6,0,2,light purple
982,54,35,48.667,3.51315,0,1,0,0,pink
983,93,81,213.667,3.70983,1,4,0,5,v.dark purple
984,180,163,164.0,4.17914,4,5,0,5,v.dark purple
985,201,193,69.0,2.44789,9,2,0,1,v.light purple
986,120,77,34.0,3.50293,0,1,0,2,light purple
987,71,56,74.667,4.10988,0,2,0,0,pink
988,152,139,36.0,3.72382,4,4,0,1,v.light purple
989,99,87,72.667,3.31525,0,1,0,2,light purple
990,180,164,104.167,4.41964,7,12,0,1,v.light purple
991,74,62,48.0,3.94739,0,0,0,0,pink
992,92,70,147.167,5.0045,0,2,1,5,v.dark purple
993,111,52,72.0,4.69243,0,3,0,2,light purple
994,50,43,22.667,4.84887,1,4,0,0,pink
995,72,59,66.667,3.77707,0,1,0,0,pink
996,141,49,665.333,4.5363,1,22,4,3,purple
997,100,65,14.667,4.32164,0,0,0,2,light purple
998,162,138,153.333,4.55498,3,33,0,5,v.dark purple
999,59,47,28.667,5.85049,0,2,0,0,pink
1000,71,60,34.0,4.58691,1,2,0,0,pink
1001,90,74,28.0,5.0563,0,10,0,2,light purple
1002,53,41,31.333,5.54304,0,0,0,0,pink
